geo_code,geo_level,area,sex,literacy,total
364,district,Urban,Male,Literate,524892
365,district,Rural,Male,Literate,147000
365,district,Urban,Male,Literate,17741
366,district,Rural,Male,Literate,295167
366,district,Urban,Male,Literate,26628
367,district,Rural,Male,Literate,174914
367,district,Urban,Male,Literate,17077
368,district,Rural,Male,Literate,351945
368,district,Urban,Male,Literate,87328
369,district,Rural,Male,Literate,264546
369,district,Urban,Male,Literate,100786
21,state,Rural,Male,Literate,12154552
21,state,Urban,Male,Literate,2935129
370,district,Rural,Male,Literate,494987
370,district,Urban,Male,Literate,62230
371,district,Rural,Male,Literate,132448
371,district,Urban,Male,Literate,95644
372,district,Rural,Male,Literate,266228
372,district,Urban,Male,Literate,126964
373,district,Rural,Male,Literate,103536
373,district,Urban,Male,Literate,9113
374,district,Rural,Male,Literate,441493
374,district,Urban,Male,Literate,308654
375,district,Rural,Male,Literate,507316
375,district,Urban,Male,Literate,97803
376,district,Rural,Male,Literate,713913
376,district,Urban,Male,Literate,80258
377,district,Rural,Male,Literate,799882
377,district,Urban,Male,Literate,102477
378,district,Rural,Male,Literate,525719
378,district,Urban,Male,Literate,70550
379,district,Rural,Male,Literate,544759
379,district,Urban,Male,Literate,35211
380,district,Rural,Male,Literate,430959
380,district,Urban,Male,Literate,50090
381,district,Rural,Male,Literate,780022
381,district,Urban,Male,Literate,323011
382,district,Rural,Male,Literate,651153
382,district,Urban,Male,Literate,55243
383,district,Rural,Male,Literate,412767
383,district,Urban,Male,Literate,51326
384,district,Rural,Male,Literate,404772
384,district,Urban,Male,Literate,89653
385,district,Rural,Male,Literate,357687
385,district,Urban,Male,Literate,34646
386,district,Rural,Male,Literate,471689
386,district,Urban,Male,Literate,485826
387,district,Rural,Male,Literate,591850
387,district,Urban,Male,Literate,113007
388,district,Rural,Male,Literate,945712
388,district,Urban,Male,Literate,316940
389,district,Rural,Male,Literate,126934
389,district,Urban,Male,Literate,26729
390,district,Rural,Male,Literate,203797
390,district,Urban,Male,Literate,30103
391,district,Rural,Male,Literate,149864
391,district,Urban,Male,Literate,8784
392,district,Rural,Male,Literate,209666
392,district,Urban,Male,Literate,20727
393,district,Rural,Male,Literate,464882
393,district,Urban,Male,Literate,80790
394,district,Rural,Male,Literate,167937
394,district,Urban,Male,Literate,12966
395,district,Rural,Male,Literate,435330
395,district,Urban,Male,Literate,48847
396,district,Rural,Male,Literate,185630
396,district,Urban,Male,Literate,56329
397,district,Rural,Male,Literate,254221
397,district,Urban,Male,Literate,32763
398,district,Rural,Male,Literate,250926
398,district,Urban,Male,Literate,89917
399,district,Rural,Male,Literate,128473
399,district,Urban,Male,Literate,18528
22,state,Rural,Male,Literate,6403012
22,state,Urban,Male,Literate,2404881
400,district,Rural,Male,Literate,145851
400,district,Urban,Male,Literate,84072
401,district,Rural,Male,Literate,596287
401,district,Urban,Male,Literate,98399
402,district,Rural,Male,Literate,250617
402,district,Urban,Male,Literate,30039
403,district,Rural,Male,Literate,441331
403,district,Urban,Male,Literate,101425
404,district,Rural,Male,Literate,249864
404,district,Urban,Male,Literate,183527
405,district,Rural,Male,Literate,503744
405,district,Urban,Male,Literate,89935
406,district,Rural,Male,Literate,656265
406,district,Urban,Male,Literate,276209
407,district,Rural,Male,Literate,216986
407,district,Urban,Male,Literate,31517
408,district,Rural,Male,Literate,451224
408,district,Urban,Male,Literate,110131
409,district,Rural,Male,Literate,752220
409,district,Urban,Male,Literate,532392
410,district,Rural,Male,Literate,898298
410,district,Urban,Male,Literate,594860
411,district,Rural,Male,Literate,317171
411,district,Urban,Male,Literate,46918
412,district,Rural,Male,Literate,244050
412,district,Urban,Male,Literate,59874
413,district,Rural,Male,Literate,227063
413,district,Urban,Male,Literate,31235
414,district,Rural,Male,Literate,305898
414,district,Urban,Male,Literate,76437
415,district,Rural,Male,Literate,24246
415,district,Urban,Male,Literate,9203
416,district,Rural,Male,Literate,78765
416,district,Urban,Male,Literate,37764
417,district,Rural,Male,Literate,43132
417,district,Urban,Male,Literate,10944
23,state,Rural,Male,Literate,17054982
23,state,Urban,Male,Literate,8119346
418,district,Rural,Male,Literate,168393
418,district,Urban,Male,Literate,39808
419,district,Rural,Male,Literate,558748
419,district,Urban,Male,Literate,188904
420,district,Rural,Male,Literate,501892
420,district,Urban,Male,Literate,174621
421,district,Rural,Male,Literate,267017
421,district,Urban,Male,Literate,536097
422,district,Rural,Male,Literate,230901
422,district,Urban,Male,Literate,72914
423,district,Rural,Male,Literate,458705
423,district,Urban,Male,Literate,114537
424,district,Rural,Male,Literate,366751
424,district,Urban,Male,Literate,92602
425,district,Rural,Male,Literate,416937
425,district,Urban,Male,Literate,155073
426,district,Rural,Male,Literate,282573
426,district,Urban,Male,Literate,49567
427,district,Rural,Male,Literate,610355
427,district,Urban,Male,Literate,298252
428,district,Rural,Male,Literate,342733
428,district,Urban,Male,Literate,103004
429,district,Rural,Male,Literate,607280
429,district,Urban,Male,Literate,193771
430,district,Rural,Male,Literate,684319
430,district,Urban,Male,Literate,161253
431,district,Rural,Male,Literate,166849
431,district,Urban,Male,Literate,44058
432,district,Rural,Male,Literate,206269
432,district,Urban,Male,Literate,101620
433,district,Rural,Male,Literate,389057
433,district,Urban,Male,Literate,113841
434,district,Rural,Male,Literate,311054
434,district,Urban,Male,Literate,174036
435,district,Rural,Male,Literate,416991
435,district,Urban,Male,Literate,313826
436,district,Rural,Male,Literate,427370
436,district,Urban,Male,Literate,116139
437,district,Rural,Male,Literate,369959
437,district,Urban,Male,Literate,180757
438,district,Rural,Male,Literate,477831
438,district,Urban,Male,Literate,160648
439,district,Rural,Male,Literate,299899
439,district,Urban,Male,Literate,989732
440,district,Rural,Male,Literate,457771
440,district,Urban,Male,Literate,117657
441,district,Rural,Male,Literate,238262
441,district,Urban,Male,Literate,75380
442,district,Rural,Male,Literate,384594
442,district,Urban,Male,Literate,104203
443,district,Rural,Male,Literate,379182
443,district,Urban,Male,Literate,133162
444,district,Rural,Male,Literate,153144
444,district,Urban,Male,Literate,767170
445,district,Rural,Male,Literate,370658
445,district,Urban,Male,Literate,98550
446,district,Rural,Male,Literate,358832
446,district,Urban,Male,Literate,120261
447,district,Rural,Male,Literate,400175
447,district,Urban,Male,Literate,129608
448,district,Rural,Male,Literate,154040
448,district,Urban,Male,Literate,49767
449,district,Rural,Male,Literate,303089
449,district,Urban,Male,Literate,166110
450,district,Rural,Male,Literate,351840
450,district,Urban,Male,Literate,108743
451,district,Rural,Male,Literate,371345
451,district,Urban,Male,Literate,608962
452,district,Rural,Male,Literate,327734
452,district,Urban,Male,Literate,85757
453,district,Rural,Male,Literate,209532
453,district,Urban,Male,Literate,13227
454,district,Rural,Male,Literate,293753
454,district,Urban,Male,Literate,54280
455,district,Rural,Male,Literate,522433
455,district,Urban,Male,Literate,208861
456,district,Rural,Male,Literate,416105
456,district,Urban,Male,Literate,69236
457,district,Rural,Male,Literate,527089
457,district,Urban,Male,Literate,99379
458,district,Rural,Male,Literate,281493
458,district,Urban,Male,Literate,119044
459,district,Rural,Male,Literate,230726
459,district,Urban,Male,Literate,59578
460,district,Rural,Male,Literate,259031
460,district,Urban,Male,Literate,89730
461,district,Rural,Male,Literate,170653
461,district,Urban,Male,Literate,83467
462,district,Rural,Male,Literate,317149
462,district,Urban,Male,Literate,35881
463,district,Rural,Male,Literate,272515
463,district,Urban,Male,Literate,87408
464,district,Rural,Male,Literate,177981
464,district,Urban,Male,Literate,36601
465,district,Rural,Male,Literate,99574
465,district,Urban,Male,Literate,21331
466,district,Rural,Male,Literate,328903
466,district,Urban,Male,Literate,103356
467,district,Rural,Male,Literate,135496
467,district,Urban,Male,Literate,97577
24,state,Rural,Male,Literate,12467643
24,state,Urban,Male,Literate,11007230
468,district,Rural,Male,Literate,449185
468,district,Urban,Male,Literate,290054
469,district,Rural,Male,Literate,881639
469,district,Urban,Male,Literate,166763
470,district,Rural,Male,Literate,378570
470,district,Urban,Male,Literate,116061
471,district,Rural,Male,Literate,623765
471,district,Urban,Male,Literate,223734
472,district,Rural,Male,Literate,768505
472,district,Urban,Male,Literate,150120
473,district,Rural,Male,Literate,323305
473,district,Urban,Male,Literate,259381
474,district,Rural,Male,Literate,422978
474,district,Urban,Male,Literate,2602485
475,district,Rural,Male,Literate,437657
475,district,Urban,Male,Literate,205564
476,district,Rural,Male,Literate,592755
476,district,Urban,Male,Literate,921320
477,district,Rural,Male,Literate,414998
477,district,Urban,Male,Literate,380142
478,district,Rural,Male,Literate,105738
478,district,Urban,Male,Literate,115883
479,district,Rural,Male,Literate,681209
479,district,Urban,Male,Literate,365772
480,district,Rural,Male,Literate,404938
480,district,Urban,Male,Literate,153242
481,district,Rural,Male,Literate,605026
481,district,Urban,Male,Literate,482345
482,district,Rural,Male,Literate,602971
482,district,Urban,Male,Literate,271510
483,district,Rural,Male,Literate,722445
483,district,Urban,Male,Literate,220035
484,district,Rural,Male,Literate,719128
484,district,Urban,Male,Literate,138926
485,district,Rural,Male,Literate,525140
485,district,Urban,Male,Literate,73895
486,district,Rural,Male,Literate,715860
486,district,Urban,Male,Literate,898227
487,district,Rural,Male,Literate,185566
487,district,Urban,Male,Literate,26201
488,district,Rural,Male,Literate,396884
488,district,Urban,Male,Literate,226163
489,district,Rural,Male,Literate,67400
489,district,Urban,Male,Literate,9914
490,district,Rural,Male,Literate,362923
490,district,Urban,Male,Literate,176548
491,district,Rural,Male,Literate,372309
491,district,Urban,Male,Literate,283219
492,district,Rural,Male,Literate,470015
492,district,Urban,Male,Literate,2217453
493,district,Rural,Male,Literate,236734
493,district,Urban,Male,Literate,32273
25,state,Rural,Male,Literate,25529
25,state,Urban,Male,Literate,99114
494,district,Rural,Male,Literate,10263
494,district,Urban,Male,Literate,10064
495,district,Rural,Male,Literate,15266
495,district,Urban,Male,Literate,89050
26,state,Rural,Male,Literate,64050
26,state,Urban,Male,Literate,78471
496,district,Rural,Male,Literate,64050
496,district,Urban,Male,Literate,78471
27,state,Rural,Male,Literate,23391475
27,state,Urban,Male,Literate,21866109
497,district,Rural,Male,Literate,395314
497,district,Urban,Male,Literate,116785
498,district,Rural,Male,Literate,489478
498,district,Urban,Male,Literate,233910
499,district,Rural,Male,Literate,1080250
499,district,Urban,Male,Literate,548973
500,district,Rural,Male,Literate,818571
500,district,Urban,Male,Literate,230321
501,district,Rural,Male,Literate,453144
501,district,Urban,Male,Literate,305833
502,district,Rural,Male,Literate,400484
502,district,Urban,Male,Literate,87219
503,district,Rural,Male,Literate,761665
503,district,Urban,Male,Literate,445439
504,district,Rural,Male,Literate,365198
504,district,Urban,Male,Literate,187419
505,district,Rural,Male,Literate,589827
505,district,Urban,Male,Literate,1369393
506,district,Rural,Male,Literate,388442
506,district,Urban,Male,Literate,100267
507,district,Rural,Male,Literate,445490
507,district,Urban,Male,Literate,97347
508,district,Rural,Male,Literate,344593
508,district,Urban,Male,Literate,50517
509,district,Rural,Male,Literate,541613
509,district,Urban,Male,Literate,330952
510,district,Rural,Male,Literate,859681
510,district,Urban,Male,Literate,256299
511,district,Rural,Male,Literate,892050
511,district,Urban,Male,Literate,363172
512,district,Rural,Male,Literate,378697
512,district,Urban,Male,Literate,71854
513,district,Rural,Male,Literate,450696
513,district,Urban,Male,Literate,215595
514,district,Rural,Male,Literate,554670
514,district,Urban,Male,Literate,144758
515,district,Rural,Male,Literate,768411
515,district,Urban,Male,Literate,662525
516,district,Rural,Male,Literate,1306464
516,district,Urban,Male,Literate,1091074
517,district,Rural,Male,Literate,883410
517,district,Urban,Male,Literate,3707986
518,district,Rural,Male,Literate,0
518,district,Urban,Male,Literate,4223029
519,district,Rural,Male,Literate,0
519,district,Urban,Male,Literate,1410680
520,district,Rural,Male,Literate,639701
520,district,Urban,Male,Literate,419991
521,district,Rural,Male,Literate,1472191
521,district,Urban,Male,Literate,2468019
522,district,Rural,Male,Literate,1392891
522,district,Urban,Male,Literate,380464
523,district,Rural,Male,Literate,777837
523,district,Urban,Male,Literate,209348
524,district,Rural,Male,Literate,683249
524,district,Urban,Male,Literate,249183
525,district,Rural,Male,Literate,528743
525,district,Urban,Male,Literate,115561
526,district,Rural,Male,Literate,1091085
526,district,Urban,Male,Literate,560181
527,district,Rural,Male,Literate,960799
527,district,Urban,Male,Literate,240235
528,district,Rural,Male,Literate,507199
528,district,Urban,Male,Literate,111813
529,district,Rural,Male,Literate,302111
529,district,Urban,Male,Literate,46178
530,district,Rural,Male,Literate,1039715
530,district,Urban,Male,Literate,520045
531,district,Rural,Male,Literate,827806
531,district,Urban,Male,Literate,293744
28,state,Rural,Male,Literate,17395600
28,state,Urban,Male,Literate,10855643
532,district,Rural,Male,Literate,569033
532,district,Urban,Male,Literate,287317
533,district,Rural,Male,Literate,573184
533,district,Urban,Male,Literate,217030
534,district,Rural,Male,Literate,889488
534,district,Urban,Male,Literate,367750
535,district,Rural,Male,Literate,674416
535,district,Urban,Male,Literate,278990
536,district,Rural,Male,Literate,0
536,district,Urban,Male,Literate,1542688
537,district,Rural,Male,Literate,493493
537,district,Urban,Male,Literate,1455291
538,district,Rural,Male,Literate,926165
538,district,Urban,Male,Literate,232221
539,district,Rural,Male,Literate,896996
539,district,Urban,Male,Literate,263761
540,district,Rural,Male,Literate,781417
540,district,Urban,Male,Literate,398373
541,district,Rural,Male,Literate,647506
541,district,Urban,Male,Literate,254134
542,district,Rural,Male,Literate,692122
542,district,Urban,Male,Literate,165702
543,district,Rural,Male,Literate,523316
543,district,Urban,Male,Literate,184187
544,district,Rural,Male,Literate,618397
544,district,Urban,Male,Literate,804481
