geo_code,geo_level,area,sex,total
296,district,Urban,Female,21770
297,district,Rural,Female,114882
297,district,Urban,Female,11427
298,district,Rural,Female,231032
298,district,Urban,Female,184141
299,district,Rural,Female,184084
299,district,Urban,Female,14755
18,state,Rural,Female,13128045
18,state,Urban,Female,2138088
300,district,Rural,Female,407755
300,district,Urban,Female,26482
301,district,Rural,Female,851643
301,district,Urban,Female,99767
302,district,Rural,Female,426877
302,district,Urban,Female,68014
303,district,Rural,Female,754480
303,district,Urban,Female,72138
304,district,Rural,Female,435002
304,district,Urban,Female,35770
305,district,Rural,Female,1203249
305,district,Urban,Female,181407
306,district,Rural,Female,855280
306,district,Urban,Female,84926
307,district,Rural,Female,468222
307,district,Urban,Female,44241
308,district,Rural,Female,311570
308,district,Urban,Female,23314
309,district,Rural,Female,521791
309,district,Urban,Female,125907
310,district,Rural,Female,532306
310,district,Urban,Female,117595
311,district,Rural,Female,509668
311,district,Urban,Female,52166
312,district,Rural,Female,428754
312,district,Urban,Female,106697
313,district,Rural,Female,476027
313,district,Urban,Female,47700
314,district,Rural,Female,411423
314,district,Urban,Female,54723
315,district,Rural,Female,73796
315,district,Urban,Female,29504
316,district,Rural,Female,694070
316,district,Urban,Female,156263
317,district,Rural,Female,548476
317,district,Urban,Female,54346
318,district,Rural,Female,297409
318,district,Urban,Female,23997
319,district,Rural,Female,309208
319,district,Urban,Female,53778
320,district,Rural,Female,219930
320,district,Urban,Female,17372
321,district,Rural,Female,669008
321,district,Urban,Female,70073
322,district,Rural,Female,105865
322,district,Urban,Female,500488
323,district,Rural,Female,335232
323,district,Urban,Female,40401
324,district,Rural,Female,462806
324,district,Urban,Female,5939
325,district,Rural,Female,426546
325,district,Urban,Female,26681
326,district,Rural,Female,391652
326,district,Urban,Female,18399
19,state,Rural,Female,30338168
19,state,Urban,Female,14128920
327,district,Rural,Female,551895
327,district,Urban,Female,357669
328,district,Rural,Female,1375209
328,district,Urban,Female,514573
329,district,Rural,Female,1224736
329,district,Urban,Female,142808
330,district,Rural,Female,1282437
330,district,Urban,Female,173631
331,district,Rural,Female,702210
331,district,Urban,Female,116867
332,district,Rural,Female,1678849
332,district,Urban,Female,258455
333,district,Rural,Female,2785293
333,district,Urban,Female,690950
334,district,Rural,Female,1490980
334,district,Urban,Female,220504
335,district,Rural,Female,2265477
335,district,Urban,Female,1485197
336,district,Rural,Female,1807615
336,district,Urban,Female,706217
337,district,Rural,Female,2081065
337,district,Urban,Female,2809327
338,district,Rural,Female,1667701
338,district,Urban,Female,1036791
339,district,Rural,Female,1611124
339,district,Urban,Female,147455
340,district,Rural,Female,1252593
340,district,Urban,Female,180526
341,district,Rural,Female,866366
341,district,Urban,Female,1482844
342,district,Rural,Female,0
342,district,Urban,Female,2139928
343,district,Rural,Female,2964969
343,district,Urban,Female,1023214
344,district,Rural,Female,2549050
344,district,Urban,Female,356522
345,district,Rural,Female,2180599
345,district,Urban,Female,285442
20,state,Rural,Female,12278587
20,state,Urban,Female,3779232
346,district,Rural,Female,606167
346,district,Urban,Female,33042
347,district,Rural,Female,479721
347,district,Urban,Female,29230
348,district,Rural,Female,281418
348,district,Urban,Female,67619
349,district,Rural,Female,1087842
349,district,Urban,Female,99534
350,district,Rural,Female,595576
350,district,Urban,Female,121475
351,district,Rural,Female,605225
351,district,Urban,Female,30399
352,district,Rural,Female,485009
352,district,Urban,Female,76167
353,district,Rural,Female,414659
353,district,Urban,Female,33102
354,district,Rural,Female,542137
354,district,Urban,Female,736394
355,district,Rural,Female,523732
355,district,Urban,Female,465791
356,district,Rural,Female,201124
356,district,Urban,Female,28037
357,district,Rural,Female,504830
357,district,Urban,Female,612187
358,district,Rural,Female,826315
358,district,Urban,Female,107252
359,district,Rural,Female,332554
359,district,Urban,Female,24758
360,district,Rural,Female,712254
360,district,Urban,Female,131360
361,district,Rural,Female,258321
361,district,Urban,Female,196892
362,district,Rural,Female,610336
362,district,Urban,Female,42592
363,district,Rural,Female,350253
363,district,Urban,Female,35959
364,district,Rural,Female,816390
364,district,Urban,Female,602926
365,district,Rural,Female,243409
365,district,Urban,Female,22141
366,district,Rural,Female,478997
366,district,Urban,Female,31826
367,district,Rural,Female,278209
367,district,Urban,Female,21060
368,district,Rural,Female,646647
368,district,Urban,Female,106306
369,district,Rural,Female,397462
369,district,Urban,Female,123183
21,state,Rural,Female,17384359
21,state,Urban,Female,3377723
370,district,Rural,Female,658542
370,district,Urban,Female,73552
371,district,Rural,Female,172178
371,district,Urban,Female,110637
372,district,Rural,Female,364314
372,district,Urban,Female,149908
373,district,Rural,Female,143464
373,district,Urban,Female,10826
374,district,Rural,Female,679272
374,district,Urban,Female,353018
375,district,Rural,Female,774007
375,district,Urban,Female,121239
376,district,Rural,Female,1169266
376,district,Urban,Female,94259
377,district,Rural,Female,1010770
377,district,Urban,Female,123972
378,district,Rural,Female,655244
378,district,Urban,Female,90833
379,district,Rural,Female,681774
379,district,Urban,Female,40773
380,district,Rural,Female,504178
380,district,Urban,Female,54928
381,district,Rural,Female,917538
381,district,Urban,Female,354172
382,district,Rural,Female,835556
382,district,Urban,Female,65602
383,district,Rural,Female,523979
383,district,Urban,Female,56239
384,district,Rural,Female,520890
384,district,Urban,Female,97213
385,district,Rural,Female,422032
385,district,Urban,Female,38121
386,district,Rural,Female,571548
386,district,Urban,Female,512988
387,district,Rural,Female,705587
387,district,Urban,Female,127763
388,district,Rural,Female,1377394
388,district,Urban,Female,372419
389,district,Rural,Female,259496
389,district,Urban,Female,35439
390,district,Rural,Female,337308
390,district,Urban,Female,35857
391,district,Rural,Female,209605
391,district,Urban,Female,9932
392,district,Rural,Female,274608
392,district,Urban,Female,24263
393,district,Rural,Female,722846
393,district,Urban,Female,96054
394,district,Rural,Female,291536
394,district,Urban,Female,16884
395,district,Rural,Female,730236
395,district,Urban,Female,59532
396,district,Rural,Female,423171
396,district,Urban,Female,72780
397,district,Rural,Female,572550
397,district,Urban,Female,43584
398,district,Rural,Female,589707
398,district,Urban,Female,111131
399,district,Rural,Female,285763
399,district,Urban,Female,23805
22,state,Rural,Female,9810535
22,state,Urban,Female,2901768
400,district,Rural,Female,225280
400,district,Urban,Female,98900
401,district,Rural,Female,1049057
401,district,Urban,Female,117700
402,district,Rural,Female,389370
402,district,Urban,Female,37552
403,district,Rural,Female,623865
403,district,Urban,Female,119841
404,district,Rural,Female,378926
404,district,Urban,Female,214799
405,district,Rural,Female,693245
405,district,Urban,Female,110745
406,district,Rural,Female,981239
406,district,Urban,Female,330816
407,district,Rural,Female,367190
407,district,Urban,Female,43278
408,district,Rural,Female,638409
408,district,Urban,Female,135869
409,district,Rural,Female,1032955
409,district,Urban,Female,628816
410,district,Rural,Female,1292016
410,district,Urban,Female,723670
411,district,Rural,Female,460911
411,district,Urban,Female,59876
412,district,Rural,Female,327166
412,district,Urban,Female,74718
413,district,Rural,Female,337031
413,district,Urban,Female,38572
414,district,Rural,Female,619053
414,district,Urban,Female,95659
415,district,Rural,Female,59061
415,district,Urban,Female,10655
416,district,Rural,Female,223475
416,district,Urban,Female,46021
417,district,Rural,Female,112286
417,district,Urban,Female,14281
23,state,Rural,Female,25408016
23,state,Urban,Female,9606487
418,district,Rural,Female,275149
418,district,Urban,Female,50928
419,district,Rural,Female,680290
419,district,Urban,Female,217263
420,district,Rural,Female,575327
420,district,Urban,Female,200835
421,district,Rural,Female,348895
421,district,Urban,Female,592814
422,district,Rural,Female,280806
422,district,Urban,Female,85791
423,district,Rural,Female,667073
423,district,Urban,Female,139182
424,district,Rural,Female,565816
424,district,Urban,Female,118995
425,district,Rural,Female,638086
425,district,Urban,Female,188168
426,district,Rural,Female,423712
426,district,Urban,Female,59328
427,district,Rural,Female,785529
427,district,Urban,Female,336672
428,district,Rural,Female,483197
428,district,Urban,Female,119149
429,district,Rural,Female,846613
429,district,Urban,Female,224827
430,district,Rural,Female,951482
430,district,Urban,Female,188524
431,district,Rural,Female,261150
431,district,Urban,Female,52934
432,district,Rural,Female,285824
432,district,Urban,Female,117590
433,district,Rural,Female,521820
433,district,Urban,Female,135740
434,district,Rural,Female,503570
434,district,Urban,Female,213258
435,district,Rural,Female,591298
435,district,Urban,Female,379277
436,district,Rural,Female,589860
436,district,Urban,Female,142301
437,district,Rural,Female,540236
437,district,Urban,Female,218120
438,district,Rural,Female,877459
438,district,Urban,Female,195609
439,district,Rural,Female,412233
439,district,Urban,Female,1164837
440,district,Rural,Female,774794
440,district,Urban,Female,145131
441,district,Rural,Female,586905
441,district,Urban,Female,99636
442,district,Rural,Female,620950
442,district,Urban,Female,134652
443,district,Rural,Female,527295
443,district,Urban,Female,162012
444,district,Rural,Female,215985
444,district,Urban,Female,918946
445,district,Rural,Female,508234
445,district,Urban,Female,119355
446,district,Rural,Female,488212
446,district,Urban,Female,143027
447,district,Rural,Female,625853
447,district,Urban,Female,150273
448,district,Rural,Female,217789
448,district,Urban,Female,57838
449,district,Rural,Female,406302
449,district,Urban,Female,186323
450,district,Rural,Female,503311
450,district,Urban,Female,126718
451,district,Rural,Female,496224
451,district,Urban,Female,689787
452,district,Rural,Female,425615
452,district,Urban,Female,97429
453,district,Rural,Female,336813
453,district,Urban,Female,15798
454,district,Rural,Female,465565
454,district,Urban,Female,64068
455,district,Rural,Female,779540
455,district,Urban,Female,246914
456,district,Rural,Female,602927
456,district,Urban,Female,80325
457,district,Rural,Female,737088
457,district,Urban,Female,122432
458,district,Rural,Female,442717
458,district,Urban,Female,149440
459,district,Rural,Female,327976
459,district,Urban,Female,73258
460,district,Rural,Female,419880
460,district,Urban,Female,106162
461,district,Rural,Female,271966
461,district,Urban,Female,98157
462,district,Rural,Female,506534
462,district,Urban,Female,44587
463,district,Rural,Female,458163
463,district,Urban,Female,106473
464,district,Rural,Female,465597
464,district,Urban,Female,44428
465,district,Rural,Female,338332
465,district,Urban,Female,28125
466,district,Rural,Female,509442
466,district,Urban,Female,126290
467,district,Rural,Female,242582
467,district,Urban,Female,126761
24,state,Rural,Female,16895450
24,state,Urban,Female,12052982
468,district,Rural,Female,650312
468,district,Urban,Female,345322
469,district,Rural,Female,1311850
469,district,Urban,Female,198277
470,district,Rural,Female,514329
470,district,Urban,Female,135008
471,district,Rural,Female,733559
471,district,Urban,Female,244985
472,district,Rural,Female,1008728
472,district,Urban,Female,175630
473,district,Rural,Female,382690
473,district,Urban,Female,285199
474,district,Rural,Female,555595
474,district,Urban,Female,2870579
475,district,Rural,Female,609877
475,district,Urban,Female,236474
476,district,Rural,Female,774244
476,district,Urban,Female,1055869
477,district,Rural,Female,578966
477,district,Urban,Female,466961
478,district,Rural,Female,146515
478,district,Urban,Female,138725
479,district,Rural,Female,896399
479,district,Urban,Female,442327
480,district,Rural,Female,555001
480,district,Urban,Female,188140
481,district,Rural,Female,829131
481,district,Urban,Female,561033
482,district,Rural,Female,699259
