,,State,District,Level,Name,TRU,Total,sex,literacy type
sex,482,9,152,DISTRICT,Shahjahanpur,Urban,137074,Female,Illiterate
sex,484,9,153,DISTRICT,Kheri,Rural,1008747,Female,Illiterate
sex,485,9,153,DISTRICT,Kheri,Urban,92422,Female,Illiterate
sex,487,9,154,DISTRICT,Sitapur,Rural,1116893,Female,Illiterate
sex,488,9,154,DISTRICT,Sitapur,Urban,105804,Female,Illiterate
sex,490,9,155,DISTRICT,Hardoi,Rural,943584,Female,Illiterate
sex,491,9,155,DISTRICT,Hardoi,Urban,110805,Female,Illiterate
sex,493,9,156,DISTRICT,Unnao,Rural,659859,Female,Illiterate
sex,494,9,156,DISTRICT,Unnao,Urban,97900,Female,Illiterate
sex,496,9,157,DISTRICT,Lucknow,Rural,369889,Female,Illiterate
sex,497,9,157,DISTRICT,Lucknow,Urban,440653,Female,Illiterate
sex,499,9,158,DISTRICT,Rae Bareli,Rural,801478,Female,Illiterate
sex,500,9,158,DISTRICT,Rae Bareli,Urban,51661,Female,Illiterate
sex,502,9,159,DISTRICT,Farrukhabad,Rural,361095,Female,Illiterate
sex,503,9,159,DISTRICT,Farrukhabad,Urban,80019,Female,Illiterate
sex,505,9,160,DISTRICT,Kannauj,Rural,301952,Female,Illiterate
sex,506,9,160,DISTRICT,Kannauj,Urban,59397,Female,Illiterate
sex,508,9,161,DISTRICT,Etawah,Rural,241946,Female,Illiterate
sex,509,9,161,DISTRICT,Etawah,Urban,55588,Female,Illiterate
sex,511,9,162,DISTRICT,Auraiya,Rural,222343,Female,Illiterate
sex,512,9,162,DISTRICT,Auraiya,Urban,32524,Female,Illiterate
sex,514,9,163,DISTRICT,Kanpur Dehat,Rural,327018,Female,Illiterate
sex,515,9,163,DISTRICT,Kanpur Dehat,Urban,28632,Female,Illiterate
sex,517,9,164,DISTRICT,Kanpur Nagar,Rural,312578,Female,Illiterate
sex,518,9,164,DISTRICT,Kanpur Nagar,Urban,395041,Female,Illiterate
sex,520,9,165,DISTRICT,Jalaun,Rural,286527,Female,Illiterate
sex,521,9,165,DISTRICT,Jalaun,Urban,75589,Female,Illiterate
sex,523,9,166,DISTRICT,Jhansi,Rural,285698,Female,Illiterate
sex,524,9,166,DISTRICT,Jhansi,Urban,134661,Female,Illiterate
sex,526,9,167,DISTRICT,Lalitpur,Rural,306700,Female,Illiterate
sex,527,9,167,DISTRICT,Lalitpur,Urban,30276,Female,Illiterate
sex,529,9,168,DISTRICT,Hamirpur,Rural,225891,Female,Illiterate
sex,530,9,168,DISTRICT,Hamirpur,Urban,39683,Female,Illiterate
sex,532,9,169,DISTRICT,Mahoba,Rural,185436,Female,Illiterate
sex,533,9,169,DISTRICT,Mahoba,Urban,38341,Female,Illiterate
sex,535,9,170,DISTRICT,Banda,Rural,412440,Female,Illiterate
sex,536,9,170,DISTRICT,Banda,Urban,48783,Female,Illiterate
sex,538,9,171,DISTRICT,Chitrakoot,Rural,244414,Female,Illiterate
sex,539,9,171,DISTRICT,Chitrakoot,Urban,18862,Female,Illiterate
sex,541,9,172,DISTRICT,Fatehpur,Rural,586784,Female,Illiterate
sex,542,9,172,DISTRICT,Fatehpur,Urban,60064,Female,Illiterate
sex,544,9,173,DISTRICT,Pratapgarh,Rural,762038,Female,Illiterate
sex,545,9,173,DISTRICT,Pratapgarh,Urban,30840,Female,Illiterate
sex,547,9,174,DISTRICT,Kaushambi,Rural,426943,Female,Illiterate
sex,548,9,174,DISTRICT,Kaushambi,Urban,28023,Female,Illiterate
sex,550,9,175,DISTRICT,Allahabad,Rural,1142723,Female,Illiterate
sex,551,9,175,DISTRICT,Allahabad,Urban,213474,Female,Illiterate
sex,553,9,176,DISTRICT,Bara Banki,Rural,802118,Female,Illiterate
sex,554,9,176,DISTRICT,Bara Banki,Urban,69568,Female,Illiterate
sex,556,9,177,DISTRICT,Faizabad,Rural,545229,Female,Illiterate
sex,557,9,177,DISTRICT,Faizabad,Urban,53577,Female,Illiterate
sex,559,9,178,DISTRICT,Ambedkar Nagar,Rural,492793,Female,Illiterate
sex,560,9,178,DISTRICT,Ambedkar Nagar,Urban,52422,Female,Illiterate
sex,562,9,179,DISTRICT,Sultanpur,Rural,912226,Female,Illiterate
sex,563,9,179,DISTRICT,Sultanpur,Urban,30651,Female,Illiterate
sex,565,9,180,DISTRICT,Bahraich,Rural,1064258,Female,Illiterate
sex,566,9,180,DISTRICT,Bahraich,Urban,59506,Female,Illiterate
sex,568,9,181,DISTRICT,Shrawasti,Rural,367489,Female,Illiterate
sex,569,9,181,DISTRICT,Shrawasti,Urban,9362,Female,Illiterate
sex,571,9,182,DISTRICT,Balrampur,Rural,672534,Female,Illiterate
sex,572,9,182,DISTRICT,Balrampur,Urban,37996,Female,Illiterate
sex,574,9,183,DISTRICT,Gonda,Rural,960914,Female,Illiterate
sex,575,9,183,DISTRICT,Gonda,Urban,40046,Female,Illiterate
sex,577,9,184,DISTRICT,Siddharthnagar,Rural,740394,Female,Illiterate
sex,578,9,184,DISTRICT,Siddharthnagar,Urban,35600,Female,Illiterate
sex,580,9,185,DISTRICT,Basti,Rural,613681,Female,Illiterate
sex,581,9,185,DISTRICT,Basti,Urban,21447,Female,Illiterate
sex,583,9,186,DISTRICT,Sant Kabir Nagar,Rural,431112,Female,Illiterate
sex,584,9,186,DISTRICT,Sant Kabir Nagar,Urban,26564,Female,Illiterate
sex,586,9,187,DISTRICT,Mahrajganj,Rural,740155,Female,Illiterate
sex,587,9,187,DISTRICT,Mahrajganj,Urban,25324,Female,Illiterate
sex,589,9,188,DISTRICT,Gorakhpur,Rural,930322,Female,Illiterate
sex,590,9,188,DISTRICT,Gorakhpur,Urban,126358,Female,Illiterate
sex,592,9,189,DISTRICT,Kushinagar,Rural,942154,Female,Illiterate
sex,593,9,189,DISTRICT,Kushinagar,Urban,33237,Female,Illiterate
sex,595,9,190,DISTRICT,Deoria,Rural,711894,Female,Illiterate
sex,596,9,190,DISTRICT,Deoria,Urban,55665,Female,Illiterate
sex,598,9,191,DISTRICT,Azamgarh,Rural,1043119,Female,Illiterate
sex,599,9,191,DISTRICT,Azamgarh,Urban,73287,Female,Illiterate
sex,601,9,192,DISTRICT,Mau,Rural,405771,Female,Illiterate
sex,602,9,192,DISTRICT,Mau,Urban,95526,Female,Illiterate
sex,604,9,193,DISTRICT,Ballia,Rural,708043,Female,Illiterate
sex,605,9,193,DISTRICT,Ballia,Urban,56199,Female,Illiterate
sex,607,9,194,DISTRICT,Jaunpur,Rural,1047561,Female,Illiterate
sex,608,9,194,DISTRICT,Jaunpur,Urban,59895,Female,Illiterate
sex,610,9,195,DISTRICT,Ghazipur,Rural,812987,Female,Illiterate
sex,611,9,195,DISTRICT,Ghazipur,Urban,48210,Female,Illiterate
sex,613,9,196,DISTRICT,Chandauli,Rural,414116,Female,Illiterate
sex,614,9,196,DISTRICT,Chandauli,Urban,45583,Female,Illiterate
sex,616,9,197,DISTRICT,Varanasi,Rural,471488,Female,Illiterate
sex,617,9,197,DISTRICT,Varanasi,Urban,268709,Female,Illiterate
sex,619,9,198,DISTRICT,Sant Ravidas Nagar (Bhadohi),Rural,358404,Female,Illiterate
sex,620,9,198,DISTRICT,Sant Ravidas Nagar (Bhadohi),Urban,49346,Female,Illiterate
sex,622,9,199,DISTRICT,Mirzapur,Rural,554534,Female,Illiterate
sex,623,9,199,DISTRICT,Mirzapur,Urban,67288,Female,Illiterate
sex,625,9,200,DISTRICT,Sonbhadra,Rural,460093,Female,Illiterate
sex,626,9,200,DISTRICT,Sonbhadra,Urban,47402,Female,Illiterate
sex,628,9,201,DISTRICT,Etah,Rural,369619,Female,Illiterate
sex,629,9,201,DISTRICT,Etah,Urban,49362,Female,Illiterate
sex,631,9,202,DISTRICT,Kanshiram Nagar,Rural,330990,Female,Illiterate
sex,632,9,202,DISTRICT,Kanshiram Nagar,Urban,69517,Female,Illiterate
sex,634,10,0,STATE,BIHAR,Rural,26697264,Female,Illiterate
sex,635,10,0,STATE,BIHAR,Urban,2227501,Female,Illiterate
sex,637,10,203,DISTRICT,Pashchim Champaran,Rural,1119057,Female,Illiterate
sex,638,10,203,DISTRICT,Pashchim Champaran,Urban,86620,Female,Illiterate
sex,640,10,204,DISTRICT,Purba Champaran,Rural,1460967,Female,Illiterate
sex,641,10,204,DISTRICT,Purba Champaran,Urban,87841,Female,Illiterate
sex,643,10,205,DISTRICT,Sheohar,Rural,189876,Female,Illiterate
sex,644,10,205,DISTRICT,Sheohar,Urban,7644,Female,Illiterate
sex,646,10,206,DISTRICT,Sitamarhi,Rural,1028614,Female,Illiterate
sex,647,10,206,DISTRICT,Sitamarhi,Urban,40102,Female,Illiterate
sex,649,10,207,DISTRICT,Madhubani,Rural,1306327,Female,Illiterate
sex,650,10,207,DISTRICT,Madhubani,Urban,36486,Female,Illiterate
sex,652,10,208,DISTRICT,Supaul,Rural,664667,Female,Illiterate
sex,653,10,208,DISTRICT,Supaul,Urban,23515,Female,Illiterate
sex,655,10,209,DISTRICT,Araria,Rural,843703,Female,Illiterate
sex,656,10,209,DISTRICT,Araria,Urban,36408,Female,Illiterate
sex,658,10,210,DISTRICT,Kishanganj,Rural,482803,Female,Illiterate
sex,659,10,210,DISTRICT,Kishanganj,Urban,35492,Female,Illiterate
sex,661,10,211,DISTRICT,Purnia,Rural,966980,Female,Illiterate
sex,662,10,211,DISTRICT,Purnia,Urban,71204,Female,Illiterate
sex,664,10,212,DISTRICT,Katihar,Rural,901790,Female,Illiterate
sex,665,10,212,DISTRICT,Katihar,Urban,50875,Female,Illiterate
sex,667,10,213,DISTRICT,Madhepura,Rural,618667,Female,Illiterate
sex,668,10,213,DISTRICT,Madhepura,Urban,18625,Female,Illiterate
sex,670,10,214,DISTRICT,Saharsa,Rural,573255,Female,Illiterate
sex,671,10,214,DISTRICT,Saharsa,Urban,31610,Female,Illiterate
sex,673,10,215,DISTRICT,Darbhanga,Rural,1109961,Female,Illiterate
sex,674,10,215,DISTRICT,Darbhanga,Urban,76407,Female,Illiterate
sex,676,10,216,DISTRICT,Muzaffarpur,Rural,1174396,Female,Illiterate
sex,677,10,216,DISTRICT,Muzaffarpur,Urban,77054,Female,Illiterate
sex,679,10,217,DISTRICT,Gopalganj,Rural,670455,Female,Illiterate
sex,680,10,217,DISTRICT,Gopalganj,Urban,34798,Female,Illiterate
sex,682,10,218,DISTRICT,Siwan,Rural,807316,Female,Illiterate
sex,683,10,218,DISTRICT,Siwan,Urban,33789,Female,Illiterate
sex,685,10,219,DISTRICT,Saran,Rural,984892,Female,Illiterate
sex,686,10,219,DISTRICT,Saran,Urban,72462,Female,Illiterate
sex,688,10,220,DISTRICT,Vaishali,Rural,829237,Female,Illiterate
sex,689,10,220,DISTRICT,Vaishali,Urban,47085,Female,Illiterate
sex,691,10,221,DISTRICT,Samastipur,Rural,1157169,Female,Illiterate
sex,692,10,221,DISTRICT,Samastipur,Urban,25089,Female,Illiterate
sex,694,10,222,DISTRICT,Begusarai,Rural,650298,Female,Illiterate
sex,695,10,222,DISTRICT,Begusarai,Urban,122417,Female,Illiterate
sex,697,10,223,DISTRICT,Khagaria,Rural,459702,Female,Illiterate
sex,698,10,223,DISTRICT,Khagaria,Urban,16523,Female,Illiterate
sex,700,10,224,DISTRICT,Bhagalpur,Rural,672932,Female,Illiterate
sex,701,10,224,DISTRICT,Bhagalpur,Urban,113774,Female,Illiterate
sex,703,10,225,DISTRICT,Banka,Rural,578364,Female,Illiterate
sex,704,10,225,DISTRICT,Banka,Urban,14899,Female,Illiterate
sex,706,10,226,DISTRICT,Munger,Rural,247566,Female,Illiterate
sex,707,10,226,DISTRICT,Munger,Urban,63082,Female,Illiterate
sex,709,10,227,DISTRICT,Lakhisarai,Rural,240561,Female,Illiterate
sex,710,10,227,DISTRICT,Lakhisarai,Urban,31918,Female,Illiterate
sex,712,10,228,DISTRICT,Sheikhpura,Rural,149609,Female,Illiterate
sex,713,10,228,DISTRICT,Sheikhpura,Urban,24745,Female,Illiterate
sex,715,10,229,DISTRICT,Nalanda,Rural,686363,Female,Illiterate
sex,716,10,229,DISTRICT,Nalanda,Urban,93855,Female,Illiterate
sex,718,10,230,DISTRICT,Patna,Rural,922951,Female,Illiterate
sex,719,10,230,DISTRICT,Patna,Urban,405370,Female,Illiterate
sex,721,10,231,DISTRICT,Bhojpur,Rural,599928,Female,Illiterate
sex,722,10,231,DISTRICT,Bhojpur,Urban,72434,Female,Illiterate
sex,724,10,232,DISTRICT,Buxar,Rural,392670,Female,Illiterate
sex,725,10,232,DISTRICT,Buxar,Urban,29442,Female,Illiterate
sex,727,10,233,DISTRICT,Kaimur (Bhabua),Rural,398195,Female,Illiterate
sex,728,10,233,DISTRICT,Kaimur (Bhabua),Urban,10830,Female,Illiterate
sex,730,10,234,DISTRICT,Rohtas,Rural,598789,Female,Illiterate
sex,731,10,234,DISTRICT,Rohtas,Urban,79534,Female,Illiterate
sex,733,10,235,DISTRICT,Aurangabad,Rural,580134,Female,Illiterate
sex,734,10,235,DISTRICT,Aurangabad,Urban,43986,Female,Illiterate
sex,736,10,236,DISTRICT,Gaya,Rural,1096734,Female,Illiterate
sex,737,10,236,DISTRICT,Gaya,Urban,99308,Female,Illiterate
sex,739,10,237,DISTRICT,Nawada,Rural,599899,Female,Illiterate
sex,740,10,237,DISTRICT,Nawada,Urban,43041,Female,Illiterate
sex,742,10,238,DISTRICT,Jamui,Rural,489169,Female,Illiterate
sex,743,10,238,DISTRICT,Jamui,Urban,30969,Female,Illiterate
sex,745,10,239,DISTRICT,Jehanabad,Rural,268662,Female,Illiterate
sex,746,10,239,DISTRICT,Jehanabad,Urban,26600,Female,Illiterate
sex,748,10,240,DISTRICT,Arwal,Rural,174606,Female,Illiterate
sex,749,10,240,DISTRICT,Arwal,Urban,11668,Female,Illiterate
sex,751,11,0,STATE,SIKKIM,Rural,76517,Female,Illiterate
sex,752,11,0,STATE,SIKKIM,Urban,17307,Female,Illiterate
sex,754,11,241,DISTRICT,North  District,Rural,6437,Female,Illiterate
sex,755,11,241,DISTRICT,North  District,Urban,671,Female,Illiterate
sex,757,11,242,DISTRICT,West District,Rural,24145,Female,Illiterate
sex,758,11,242,DISTRICT,West District,Urban,608,Female,Illiterate
sex,760,11,243,DISTRICT,South District,Rural,20376,Female,Illiterate
sex,761,11,243,DISTRICT,South District,Urban,2420,Female,Illiterate
sex,763,11,244,DISTRICT,East District,Rural,25559,Female,Illiterate
sex,764,11,244,DISTRICT,East District,Urban,13608,Female,Illiterate
sex,766,12,0,STATE,ARUNACHAL PRADESH,Rural,293835,Female,Illiterate
sex,767,12,0,STATE,ARUNACHAL PRADESH,Urban,49843,Female,Illiterate
sex,769,12,245,DISTRICT,Tawang,Rural,11499,Female,Illiterate
sex,770,12,245,DISTRICT,Tawang,Urban,974,Female,Illiterate
sex,772,12,246,DISTRICT,West Kameng,Rural,16096,Female,Illiterate
sex,773,12,246,DISTRICT,West Kameng,Urban,2770,Female,Illiterate
sex,775,12,247,DISTRICT,East Kameng,Rural,19023,Female,Illiterate
sex,776,12,247,DISTRICT,East Kameng,Urban,4042,Female,Illiterate
sex,778,12,248,DISTRICT,Papum Pare,Rural,17347,Female,Illiterate
sex,779,12,248,DISTRICT,Papum Pare,Urban,14790,Female,Illiterate
sex,781,12,249,DISTRICT,Upper Subansiri,Rural,18759,Female,Illiterate
sex,782,12,249,DISTRICT,Upper Subansiri,Urban,2460,Female,Illiterate
sex,784,12,250,DISTRICT,West Siang,Rural,22678,Female,Illiterate
sex,785,12,250,DISTRICT,West Siang,Urban,3459,Female,Illiterate
sex,787,12,251,DISTRICT,East Siang,Rural,16062,Female,Illiterate
sex,788,12,251,DISTRICT,East Siang,Urban,4670,Female,Illiterate
sex,790,12,252,DISTRICT,Upper Siang,Rural,8007,Female,Illiterate
sex,791,12,252,DISTRICT,Upper Siang,Urban,1142,Female,Illiterate
sex,793,12,253,DISTRICT,Changlang,Rural,39391,Female,Illiterate
sex,794,12,253,DISTRICT,Changlang,Urban,2740,Female,Illiterate
sex,796,12,254,DISTRICT,Tirap,Rural,32309,Female,Illiterate
sex,797,12,254,DISTRICT,Tirap,Urban,3401,Female,Illiterate
sex,799,12,255,DISTRICT,Lower Subansiri,Rural,14812,Female,Illiterate
sex,800,12,255,DISTRICT,Lower Subansiri,Urban,1788,Female,Illiterate
sex,802,12,256,DISTRICT,Kurung Kumey,Rural,29846,Female,Illiterate
sex,803,12,256,DISTRICT,Kurung Kumey,Urban,564,Female,Illiterate
sex,805,12,257,DISTRICT,Dibang Valley,Rural,1417,Female,Illiterate
sex,806,12,257,DISTRICT,Dibang Valley,Urban,351,Female,Illiterate
sex,808,12,258,DISTRICT,Lower Dibang Valley,Rural,10976,Female,Illiterate
sex,809,12,258,DISTRICT,Lower Dibang Valley,Urban,1289,Female,Illiterate
sex,811,12,259,DISTRICT,Lohit,Rural,29505,Female,Illiterate
sex,812,12,259,DISTRICT,Lohit,Urban,5318,Female,Illiterate
sex,814,12,260,DISTRICT,Anjaw,Rural,6108,Female,Illiterate
sex,815,12,260,DISTRICT,Anjaw,Urban,85,Female,Illiterate
sex,817,13,0,STATE,NAGALAND,Rural,269422,Female,Illiterate
sex,818,13,0,STATE,NAGALAND,Urban,65954,Female,Illiterate
sex,820,13,261,DISTRICT,Mon,Rural,61354,Female,Illiterate
sex,821,13,261,DISTRICT,Mon,Urban,4959,Female,Illiterate
sex,823,13,262,DISTRICT,Mokokchung,Rural,13220,Female,Illiterate
sex,824,13,262,DISTRICT,Mokokchung,Urban,4295,Female,Illiterate
sex,826,13,263,DISTRICT,Zunheboto,Rural,17602,Female,Illiterate
sex,827,13,263,DISTRICT,Zunheboto,Urban,2561,Female,Illiterate
sex,829,13,264,DISTRICT,Wokha,Rural,18350,Female,Illiterate
sex,830,13,264,DISTRICT,Wokha,Urban,2665,Female,Illiterate
sex,832,13,265,DISTRICT,Dimapur,Rural,29025,Female,Illiterate
sex,833,13,265,DISTRICT,Dimapur,Urban,24497,Female,Illiterate
sex,835,13,266,DISTRICT,Phek,Rural,28418,Female,Illiterate
sex,836,13,266,DISTRICT,Phek,Urban,3290,Female,Illiterate
sex,838,13,267,DISTRICT,Tuensang,Rural,36521,Female,Illiterate
sex,839,13,267,DISTRICT,Tuensang,Urban,4284,Female,Illiterate
sex,841,13,268,DISTRICT,Longleng,Rural,9358,Female,Illiterate
sex,842,13,268,DISTRICT,Longleng,Urban,904,Female,Illiterate
sex,844,13,269,DISTRICT,Kiphire,Rural,15142,Female,Illiterate
sex,845,13,269,DISTRICT,Kiphire,Urban,2475,Female,Illiterate
sex,847,13,270,DISTRICT,Kohima,Rural,24818,Female,Illiterate
sex,848,13,270,DISTRICT,Kohima,Urban,13753,Female,Illiterate
sex,850,13,271,DISTRICT,Peren,Rural,15614,Female,Illiterate
sex,851,13,271,DISTRICT,Peren,Urban,2271,Female,Illiterate
sex,853,14,0,STATE,MANIPUR,Rural,422031,Female,Illiterate
sex,854,14,0,STATE,MANIPUR,Urban,126559,Female,Illiterate
sex,856,14,272,DISTRICT,Senapati,Rural,114220,Female,Illiterate
sex,857,14,272,DISTRICT,Senapati,Urban,1140,Female,Illiterate
sex,859,14,273,DISTRICT,Tamenglong,Rural,27981,Female,Illiterate
sex,860,14,273,DISTRICT,Tamenglong,Urban,2696,Female,Illiterate
sex,862,14,274,DISTRICT,Churachandpur,Rural,41113,Female,Illiterate
sex,863,14,274,DISTRICT,Churachandpur,Urban,2288,Female,Illiterate
sex,865,14,275,DISTRICT,Bishnupur,Rural,33196,Female,Illiterate
sex,866,14,275,DISTRICT,Bishnupur,Urban,16401,Female,Illiterate
sex,868,14,276,DISTRICT,Thoubal,Rural,65709,Female,Illiterate
sex,869,14,276,DISTRICT,Thoubal,Urban,28927,Female,Illiterate
sex,871,14,277,DISTRICT,Imphal West,Rural,33743,Female,Illiterate
sex,872,14,277,DISTRICT,Imphal West,Urban,42554,Female,Illiterate
sex,874,14,278,DISTRICT,Imphal East,Rural,53173,Female,Illiterate
sex,875,14,278,DISTRICT,Imphal East,Urban,25496,Female,Illiterate
sex,877,14,279,DISTRICT,Ukhrul,Rural,26344,Female,Illiterate
sex,878,14,279,DISTRICT,Ukhrul,Urban,3255,Female,Illiterate
sex,880,14,280,DISTRICT,Chandel,Rural,26552,Female,Illiterate
sex,881,14,280,DISTRICT,Chandel,Urban,3802,Female,Illiterate
sex,883,15,0,STATE,MIZORAM,Rural,88366,Female,Illiterate
sex,884,15,0,STATE,MIZORAM,Urban,43855,Female,Illiterate
sex,886,15,281,DISTRICT,Mamit,Rural,12888,Female,Illiterate
sex,887,15,281,DISTRICT,Mamit,Urban,1434,Female,Illiterate
sex,889,15,282,DISTRICT,Kolasib,Rural,5097,Female,Illiterate
sex,890,15,282,DISTRICT,Kolasib,Urban,4192,Female,Illiterate
sex,892,15,283,DISTRICT,Aizawl,Rural,7914,Female,Illiterate
sex,893,15,283,DISTRICT,Aizawl,Urban,22077,Female,Illiterate
sex,895,15,284,DISTRICT,Champhai,Rural,8464,Female,Illiterate
sex,896,15,284,DISTRICT,Champhai,Urban,4531,Female,Illiterate
sex,898,15,285,DISTRICT,Serchhip,Rural,2928,Female,Illiterate
sex,899,15,285,DISTRICT,Serchhip,Urban,2280,Female,Illiterate
sex,901,15,286,DISTRICT,Lunglei,Rural,17052,Female,Illiterate
sex,902,15,286,DISTRICT,Lunglei,Urban,4878,Female,Illiterate
sex,904,15,287,DISTRICT,Lawngtlai,Rural,28846,Female,Illiterate
sex,905,15,287,DISTRICT,Lawngtlai,Urban,2032,Female,Illiterate
sex,907,15,288,DISTRICT,Saiha,Rural,5177,Female,Illiterate
sex,908,15,288,DISTRICT,Saiha,Urban,2431,Female,Illiterate
sex,910,16,0,STATE,TRIPURA,Rural,414021,Female,Illiterate
sex,911,16,0,STATE,TRIPURA,Urban,82106,Female,Illiterate
sex,913,16,289,DISTRICT,West Tripura,Rural,149960,Female,Illiterate
sex,914,16,289,DISTRICT,West Tripura,Urban,57995,Female,Illiterate
sex,916,16,290,DISTRICT,South Tripura,Rural,122117,Female,Illiterate
sex,917,16,290,DISTRICT,South Tripura,Urban,10612,Female,Illiterate
sex,919,16,291,DISTRICT,Dhalai,Rural,55780,Female,Illiterate
sex,920,16,291,DISTRICT,Dhalai,Urban,3332,Female,Illiterate
sex,922,16,292,DISTRICT,North Tripura,Rural,86164,Female,Illiterate
sex,923,16,292,DISTRICT,North Tripura,Urban,10167,Female,Illiterate
sex,925,17,0,STATE,MEGHALAYA,Rural,537661,Female,Illiterate
sex,926,17,0,STATE,MEGHALAYA,Urban,66270,Female,Illiterate
sex,928,17,293,DISTRICT,West Garo Hills,Rural,146082,Female,Illiterate
sex,929,17,293,DISTRICT,West Garo Hills,Urban,7786,Female,Illiterate
sex,931,17,294,DISTRICT,East Garo Hills,Rural,61774,Female,Illiterate
sex,932,17,294,DISTRICT,East Garo Hills,Urban,5286,Female,Illiterate
sex,934,17,295,DISTRICT,South Garo Hills,Rural,30338,Female,Illiterate
sex,935,17,295,DISTRICT,South Garo Hills,Urban,1767,Female,Illiterate
sex,937,17,296,DISTRICT,West Khasi Hills,Rural,69896,Female,Illiterate
sex,938,17,296,DISTRICT,West Khasi Hills,Urban,6479,Female,Illiterate
sex,940,17,297,DISTRICT,Ribhoi,Rural,47747,Female,Illiterate
sex,941,17,297,DISTRICT,Ribhoi,Urban,3680,Female,Illiterate
sex,943,17,298,DISTRICT,East Khasi Hills,Rural,86269,Female,Illiterate
sex,944,17,298,DISTRICT,East Khasi Hills,Urban,38144,Female,Illiterate
sex,946,17,299,DISTRICT,Jaintia Hills,Rural,95555,Female,Illiterate
sex,947,17,299,DISTRICT,Jaintia Hills,Urban,3128,Female,Illiterate
sex,949,18,0,STATE,ASSAM,Rural,6148802,Female,Illiterate
sex,950,18,0,STATE,ASSAM,Urban,507993,Female,Illiterate
sex,952,18,300,DISTRICT,Kokrajhar,Rural,213523,Female,Illiterate
sex,953,18,300,DISTRICT,Kokrajhar,Urban,6629,Female,Illiterate
sex,955,18,301,DISTRICT,Dhubri,Rural,509392,Female,Illiterate
sex,956,18,301,DISTRICT,Dhubri,Urban,31228,Female,Illiterate
sex,958,18,302,DISTRICT,Goalpara,Rural,209574,Female,Illiterate
sex,959,18,302,DISTRICT,Goalpara,Urban,26042,Female,Illiterate
sex,961,18,303,DISTRICT,Barpeta,Rural,409720,Female,Illiterate
sex,962,18,303,DISTRICT,Barpeta,Urban,18878,Female,Illiterate
sex,964,18,304,DISTRICT,Morigaon,Rural,210075,Female,Illiterate
sex,965,18,304,DISTRICT,Morigaon,Urban,10493,Female,Illiterate
sex,967,18,305,DISTRICT,Nagaon,Rural,550266,Female,Illiterate
sex,968,18,305,DISTRICT,Nagaon,Urban,45524,Female,Illiterate
sex,970,18,306,DISTRICT,Sonitpur,Rural,433692,Female,Illiterate
sex,971,18,306,DISTRICT,Sonitpur,Urban,18467,Female,Illiterate
sex,973,18,307,DISTRICT,Lakhimpur,Rural,192852,Female,Illiterate
sex,974,18,307,DISTRICT,Lakhimpur,Urban,11677,Female,Illiterate
sex,976,18,308,DISTRICT,Dhemaji,Rural,142540,Female,Illiterate
sex,977,18,308,DISTRICT,Dhemaji,Urban,7077,Female,Illiterate
sex,979,18,309,DISTRICT,Tinsukia,Rural,271053,Female,Illiterate
sex,980,18,309,DISTRICT,Tinsukia,Urban,31772,Female,Illiterate
sex,982,18,310,DISTRICT,Dibrugarh,Rural,231855,Female,Illiterate
sex,983,18,310,DISTRICT,Dibrugarh,Urban,24876,Female,Illiterate
sex,985,18,311,DISTRICT,Sivasagar,Rural,182450,Female,Illiterate
sex,986,18,311,DISTRICT,Sivasagar,Urban,10646,Female,Illiterate
sex,988,18,312,DISTRICT,Jorhat,Rural,150704,Female,Illiterate
sex,989,18,312,DISTRICT,Jorhat,Urban,22153,Female,Illiterate
sex,991,18,313,DISTRICT,Golaghat,Rural,189088,Female,Illiterate
sex,992,18,313,DISTRICT,Golaghat,Urban,9350,Female,Illiterate
sex,994,18,314,DISTRICT,Karbi Anglong,Rural,208527,Female,Illiterate
sex,995,18,314,DISTRICT,Karbi Anglong,Urban,14658,Female,Illiterate
sex,997,18,315,DISTRICT,Dima Hasao,Rural,34445,Female,Illiterate
sex,998,18,315,DISTRICT,Dima Hasao,Urban,6541,Female,Illiterate
sex,1000,18,316,DISTRICT,Cachar,Rural,279955,Female,Illiterate
sex,1001,18,316,DISTRICT,Cachar,Urban,36196,Female,Illiterate
sex,1003,18,317,DISTRICT,Karimganj,Rural,233062,Female,Illiterate
sex,1004,18,317,DISTRICT,Karimganj,Urban,10405,Female,Illiterate
sex,1006,18,318,DISTRICT,Hailakandi,Rural,136536,Female,Illiterate
sex,1007,18,318,DISTRICT,Hailakandi,Urban,4340,Female,Illiterate
sex,1009,18,319,DISTRICT,Bongaigaon,Rural,152497,Female,Illiterate
sex,1010,18,319,DISTRICT,Bongaigaon,Urban,13525,Female,Illiterate
sex,1012,18,320,DISTRICT,Chirang,Rural,117569,Female,Illiterate
sex,1013,18,320,DISTRICT,Chirang,Urban,5700,Female,Illiterate
sex,1015,18,321,DISTRICT,Kamrup,Rural,276833,Female,Illiterate
sex,1016,18,321,DISTRICT,Kamrup,Urban,17148,Female,Illiterate
sex,1018,18,322,DISTRICT,Kamrup Metropolitan,Rural,41027,Female,Illiterate
sex,1019,18,322,DISTRICT,Kamrup Metropolitan,Urban,101362,Female,Illiterate
sex,1021,18,323,DISTRICT,Nalbari,Rural,128161,Female,Illiterate
sex,1022,18,323,DISTRICT,Nalbari,Urban,8885,Female,Illiterate
sex,1024,18,324,DISTRICT,Baksa,Rural,216126,Female,Illiterate
